Teacher,Title/Subject,Year,Source title,Cited by,Link,Abstract,Author Keywords,Index Keywords,Document Type,EID,
pps,BASIC THEORY IN ARTIFICIAL INTELLIGENCE,2013,,,,"Definition of Intelligent behavior, design of intelligent agents (nature of environments and nature of agents), problem solving by searching, uninformed search,  informed search, two-player search, constraint satisfaction problem, knowledge representation with logics, automated reasoning and theorem proving.",,,Course,,
,BASIC THEORY IN ARTIFICIAL INTELLIGENCE,2013,,,,"Definition of Intelligent behavior, design of intelligent agents (nature of environments and nature of agents), problem solving by searching, uninformed search,  informed search, two-player search, constraint satisfaction problem, knowledge representation with logics, automated reasoning and theorem proving.",,,Course,,
mvp,HUMAN – COMPUTER INTERACTION,2013,,,,"Importance of human-computer interaction (HCI) to the development of acceptable and usable systems, context for HCI, user-centered design, evaluation, measure of usability, human-information processing model applicable to HCI, most common interface design mistakes, and user interface principle and guildines",,,Course,,
,SEMINAR IN SOFTWARE ENGINEERING,2009,,,,Seminar and field trip to study industrial use of best practices and standards of Software Engineering.,,,Course,,
,SEMINAR IN SOFTWARE ENGINEERING,2013,,,,Seminar and field trip to study industrial use of best practices and standards of Software Engineering.,,,Course,,
,SELECTED TOPICS IN COMPUTER SCIENCE,2009,,,,"Topics selected from areas in Computer Science, keep up with the new technology and knowledge",,,Course,,
,SELECTED TOPICS IN COMPUTER SCIENCE,2013,,,,"Topics selected from areas in Computer Science, keep up with the new technology and knowledge",,,Course,,
wdc,PARALLEL ALGORITHM DESIGNS,2009,,,,"Principles of task decomposition, task-processor mapping techniques for load balancing, methods for minimizing interaction overheads, parallel algorithm design models (including data-parallel, work-pool, task graph, master-slave, pipeline, and hybrid models), and examples of parallel algorithms",,,Course,,
wdc,PARALLEL ALGORITHM DESIGNS,2013,,,,"Principles of task decomposition, task-processor mapping techniques for load balancing, methods for minimizing interaction overheads, parallel algorithm design models (including data-parallel, work-pool, task graph, master-slave, pipeline, and hybrid models), and examples of parallel algorithms",,,Course,,
,INTRODUCTION TO MODELING AND SIMULATION,2013,,,,"Queuing model, basics of modeling, simulation principles and analysis methodologies focusing on discrete-event simulation, simulation tools and conducting studies to address research issues for complex computer systems, model verification and statistical issues in analyzing simulation results",,,Course,,
ppr,OPERATING SYSTEMS 2,2013,,,,"Advanced topics in operating systems:ูconcurrent processing, inter-process communications, distributed computing, network operating systems and case study.",,,Course,,
